ParticipantID,Group,Age,Gender,PairOrder,TimesInitialCirclesAttempted,InitialFigTopology,CorrectJudgement,CounterexampleTopology,InvalidValid,TranslatedOrScaled,CircleChanged,CircleChangedConstraints,InferenceType
P34,Adult,23.17,Non-binary,IVNL3 IVL3 IVNL1 V1 IVL2 V2 V5 V3 V6 V4 IVL1 IVNL2,1,Fully inside,0,Apart,Invalid,Translated,Small,Least,IV5
P35,Adult,22.83,F,IVL2 V1 V6 IVL3 IVL1 V2 IVNL1 V3 IVNL2 IVNL3 V5 V4,1,Apart,1,Fully inside,Invalid,Translated,Small,Least,IV5
P36,Adult,20.02,M,IVL2 IVL3 V1 V4 V2 V5 IVL1 IVNL2 V3 IVNL3 V6 IVNL1,1,Fully inside,1,Crossing,Invalid,Translated,Small,Least,IV5
P37,Adult,21.14,M,IVNL1 V5 IVNL2 IVL1 V1 V3 IVL3 IVNL3 V4 V6 V2 IVL2,1,Fully inside,1,Apart,Invalid,Translated,Big,Least,IV5
P38,Adult,22.03,F,IVNL1 IVL2 IVNL3 V5 V2 IVNL2 IVL1 V6 V3 IVL3 V1 V4,1,Crossing,1,Apart,Invalid,Translated,Small,Least,IV5
P39,Adult,20.21,F,IVNL3 V1 IVNL1 V6 V5 V3 V4 IVL3 IVL1 IVL2 IVNL2 V2,1,Fully inside,1,Apart,Invalid,Translated,Small,Least,IV5
P40,Adult,21.82,F,IVL2 IVNL3 V1 V6 V2 IVNL1 V5 IVL3 V3 V4 IVL1 IVNL2,2,Crossing,1,Apart,Invalid,Scaled,Small,Least,IV5
P41,Adult,21.61,M,V2 V1 IVNL1 IVNL2 V4 V5 IVNL3 IVL3 IVL1 V3 V6 IVL2,1,Apart,0,Fully inside,Invalid,Translated,Small,Least,IV5
C1,Children,10.98333333,M,V6 IVNL3 V1 IVL1 V2 IVNL1 V4 IVL3 V3 V5 IVNL2 IVL2,1,Fully inside,1,Crossing,Invalid,Translated,Small,Least,IV5
C2,Children,10.75833333,F,V6 IVNL3 IVL2 V2 IVL3 V4 V3 IVNL2 IVL1 V1 IVNL1 V5,1,Fully inside,0,Fully inside,Invalid,None,None,None,IV5
C3,Children,10.75833333,F,IVL1 V4 V3 V6 V5 IVNL1 IVNL3 IVL3 V2 V1 IVL2 IVNL2,1,Fully inside,1,Apart,Invalid,Translated,Small,Least,IV5
C4,Children,10.75833333,M,V5 V6 V1 V3 IVL3 IVNL2 V4 IVNL1 IVL2 V2 IVL1 IVNL3,1,Apart,1,Fully inside,Invalid,Translated,Small,Least,IV5
C5,Children,9.472222222,F,IVL2 V5 V3 IVNL1 V6 V4 V1 IVNL2 V2 IVL3 IVL1 IVNL3,1,Fully inside,1,Apart,Invalid,Translated,Small,Least,IV5
C6,Children,8.055555556,F,IVNL3 IVNL1 V5 IVNL2 V4 V2 V6 IVL1 IVL3 V3 V1 IVL2,1,Fully inside,1,Apart,Invalid,Translated,Small,Least,IV5
C7,Children,10.925,F,V3 IVNL2 V1 IVL2 V5 V2 IVNL1 V6 V4 IVNL3 IVL3 IVL1,1,Crossing,1,Apart,Invalid,Translated,Small,Least,IV5
C8,Children,10.71944444,M,IVNL1 V1 IVL1 V3 IVL3 IVNL2 V2 V4 IVL2 IVNL3 V5 V6,2,Apart,1,Crossing,Invalid,Translated,Small,Least,IV5
C9,Children,10.16944444,F,IVL1 V1 IVNL3 V4 V2 V5 IVL2 V6 IVNL1 IVL3 IVNL2 V3,1,Apart,1,Crossing,Invalid,Translated,Circles same size,Least,IV5
C10,Children,10.80277778,M,IVNL2 V3 V4 V5 IVL3 IVL1 IVNL1 IVNL3 V6 V2 V1 IVL2,1,Apart,1,Crossing,Invalid,Translated,Small,Least,IV5
C11,Children,8.083333333,M,IVL2 IVNL2 IVNL3 V3 V4 V5 IVL3 V6 IVL1 IVNL1 V2 V1,1,Apart,1,Crossing,Invalid,Translated,Small,Least,IV5
C12,Children,8.083333333,M,V2 IVL1 IVNL2 IVL2 IVNL3 IVL3 V1 IVNL1 V3 V6 V4 V5,1,Apart,NA,Crossing,Invalid,Both,Small,Least,IV5
C13,Children,8.413888889,M,V1 IVL2 IVNL2 V6 IVNL1 V3 V4 V2 IVNL3 IVL3 IVL1 V5,3,Fully inside,0,Fully inside,Invalid,None,None,None,IV5
C14,Children,8.186111111,F,V3 V4 V2 IVL1 IVNL3 V1 V6 V5 IVNL1 IVL2 IVNL2 IVL3,1,Fully inside,0,NA,Invalid,NA,NA,NA,IV5
C15,Children,9.991666667,F,V5 IVL3 IVNL2 V3 V4 IVL2 IVNL1 V6 V1 IVL1 V2 IVNL3,2,Apart,1,Crossing,Invalid,Translated,Small,Least,IV5
C17,Children,8.483333333,F,V2 V3 V1 V5 IVL2 IVL3 IVNL2 IVL1 V4 IVNL3 IVNL1 V6,1,Apart,1,Crossing,Invalid,Translated,Circles same size,Least,IV5
C18,Children,8.344444444,M,IVNL3 IVL2 V3 V4 V2 V6 IVL3 IVL1 V5 V1 IVNL2 IVNL1,1,Fully inside,1,Crossing,Invalid,Translated,Small,Least,IV5
C19,Children,8.325,M,IVL2 V3 IVNL3 V2 V5 V4 V6 IVL1 IVNL2 IVL3 IVNL1 V1,1,Crossing,1,Fully inside,Invalid,Translated,Small,Least,IV5
C20,Children,8.394444444,M,IVL2 V4 V6 V1 IVNL3 IVNL2 IVL3 V2 V3 V5 IVNL1 IVL1,1,Fully inside,NA,NA,Invalid,NA,NA,NA,IV5
C21,Children,8.455555556,M,IVNL1 V6 IVL2 V4 V5 IVL1 V1 IVL3 V3 V2 IVNL2 IVNL3,1,Crossing,1,Apart,Invalid,Translated,Small,Least,IV5
C23,Children,10.98333333,M,V4 IVNL1 V2 IVL1 V5 IVNL2 V6 IVL2 V3 IVL3 IVNL3 V1,1,Apart,1,Crossing,Invalid,Translated,Small,Least,IV5
C24,Children,10.81111111,F,V2 IVL3 IVNL1 V5 V4 IVL1 IVNL3 IVL2 V3 V6 V1 IVNL2,1,Fully inside,1,Apart,Invalid,Translated,Small,Least,IV5
C25,Children,10.70555556,M,IVNL3 IVNL2 IVL1 V2 V4 V3 V6 V1 IVL3 IVNL1 IVL2 V5,1,Apart,1,Fully inside,Invalid,Both,Both,Both,IV5
C26,Children,10.63055556,F,V4 IVL2 V1 IVNL3 IVL1 IVNL1 IVNL2 V3 V5 V6 V2 IVL3,1,Apart,1,Fully inside,Invalid,Translated,Small,Least,IV5
C27,Children,10.10833333,F,V6 V1 IVL3 IVNL2 IVNL3 V4 IVL1 IVL2 V2 V5 IVNL1 V3,1,Apart,1,Crossing,Invalid,Translated,Small,Least,IV5
C28,Children,10.36666667,M,IVNL1 V5 V2 V4 IVNL2 IVL3 V6 V1 IVL2 V3 IVNL3 IVL1,1,Crossing,1,NA,Invalid,NA,NA,NA,IV5
C29,Children,10.04444444,F,IVL3 IVNL3 IVNL1 IVL2 IVNL2 V4 V6 V3 IVL1 V2 V5 V1,2,Fully inside,1,Apart,Invalid,Translated,Small,Least,IV5
C30,Children,10.55,F,IVNL3 V1 IVNL2 V3 IVNL1 V6 IVL3 IVL2 V5 V4 IVL1 V2,1,Fully inside,1,Apart,Invalid,Translated,Small,Least,IV5
C31,Children,10.26944444,M,V4 V6 IVNL3 IVNL2 IVL1 IVL3 V2 V1 V5 V3 IVL2 IVNL1,1,Fully inside,1,Apart,Invalid,Translated,Small,Least,IV5
C32,Children,10.06388889,F,V4 IVL2 IVNL3 V1 V2 V3 V6 IVNL1 IVL1 IVNL2 V5 IVL3,1,Apart,1,Crossing,Invalid,Translated,Small,Least,IV5
C33,Children,9.161111111,M,V2 V5 IVNL3 IVL2 IVNL2 V6 V1 IVNL1 V3 IVL3 IVL1 V4,1,Fully inside,1,Apart,Invalid,Translated,Small,Least,IV5
C34,Children,9.327777778,F,IVL2 IVL3 V6 V2 V3 IVL1 IVNL2 IVNL1 V4 V1 IVNL3 V5,1,Fully inside,0,Fully inside,Invalid,Scaled,Big,Most,IV5
C35,Children,10.97777778,F,IVL1 V3 IVNL1 V5 IVL2 V6 IVNL2 IVL3 V4 V1 V2 IVNL3,1,Crossing,1,Apart,Invalid,NA,NA,NA,IV5
C36,Children,9.430555556,F,IVL3 V2 IVL1 V3 IVNL1 V5 V6 IVL2 IVNL3 V1 V4 IVNL2,1,Apart,1,Crossing,Invalid,Translated,Small,Least,IV5
C37,Children,10.21666667,F,V5 V1 V3 IVL3 V4 IVNL1 IVNL3 V2 V6 IVNL2 IVL1 IVL2,1,Apart,1,Crossing,Invalid,Translated,Small,Least,IV5
C38,Children,9.619444444,F,V6 IVL3 V1 IVL1 V5 IVNL1 V4 IVL2 IVNL3 V3 V2 IVNL2,1,Fully inside,1,Apart,Invalid,Both,Small,Least,IV5
C40,Children,9.708333333,F,IVL3 IVNL1 V5 V3 IVL1 IVNL3 V6 V4 V2 IVNL2 IVL2 V1,1,Fully inside,1,Crossing,Invalid,Scaled,Small,Least,IV5
C41,Children,10.05833333,F,V3 V5 V6 IVNL3 IVNL1 IVL2 IVL1 V2 V4 IVL3 V1 IVNL2,1,Apart,1,Crossing,Invalid,Translated,Small,Least,IV5
C42,Children,10.05833333,F,V1 V3 IVNL1 IVL1 V2 IVNL3 V4 V6 IVL3 V5 IVNL2 IVL2,2,Apart,1,Crossing,Invalid,Both,Small,Least,IV5
C43,Children,9.794444444,F,IVNL1 IVL2 IVNL2 IVNL3 V5 V6 V1 IVL1 V2 V4 V3 IVL3,4,Crossing,1,Apart,Invalid,Translated,Small,Most,IV5
C44,Children,9.977777778,F,V1 V5 IVL2 V3 IVNL1 IVNL2 IVL1 V2 V4 IVL3 IVNL3 V6,1,Fully inside,1,Apart,Invalid,Translated,Small,Least,IV5
C45,Children,9.652777778,M,IVL3 IVL2 V2 IVNL2 V1 V4 V3 IVL1 V5 IVNL3 IVNL1 V6,1,Apart,1,Crossing,Invalid,Translated,Small,Least,IV5
C46,Children,9.619444444,M,IVL1 IVL2 IVL3 V6 V1 IVNL3 V2 V4 IVNL2 V3 IVNL1 V5,1,Apart,1,Crossing,Invalid,Translated,Small,Least,IV5
C47,Children,8.105555556,M,V2 IVNL2 V5 IVL1 V6 IVL3 IVNL3 IVNL1 V1 V3 V4 IVL2,2,Fully inside,0,Fully inside,Invalid,None,None,None,IV5
C48,Children,9.111111111,F,IVL2 IVNL1 IVNL2 IVL1 V6 V1 IVL3 V4 V5 V2 V3 IVNL3,1,Fully inside,1,Apart,Invalid,Translated,Small,Least,IV5
C49,Children,8.038888889,M,V6 V4 IVL3 IVNL1 IVNL3 IVL2 IVL1 V5 V2 V3 V1 IVNL2,1,Crossing,1,Fully inside,Invalid,Scaled,Big,Most,IV5
P1,Adult,22.62,F,V6 V2 V1 IVL2 IVL1 V4 IVL3 V3 IVNL1 IVNL2 V5 IVNL3,1,Crossing,1,Fully inside,Invalid,Both,Both,Same constraints,IV4
P2,Adult,20.85,M,V1 IVL1 V5 IVL2 IVNL3 V2 V3 V6 IVNL1 IVL3 V4 IVNL2,1,Fully inside,1,Crossing,Invalid,Both,Small,Same constraints,IV4
P3,Adult,19.7,F,V3 IVL1 V2 V5 V4 IVNL1 IVL2 IVNL2 IVNL3 V6 IVL3 V1,1,Fully inside,0,Fully inside,Invalid,None,None,Same constraints,IV4
P4,Adult,22.43,Non-binary,IVL3 V6 IVL1 V3 IVNL2 IVNL3 V5 V1 IVL2 V4 IVNL1 V2,1,Fully inside,1,Crossing,Invalid,Translated,Big,Same constraints,IV4
P5,Adult,20.18,F,IVNL1 IVNL2 IVL2 V5 V6 V3 V2 IVL3 V4 V1 IVL1 IVNL3,1,Fully inside,0,Fully inside,Invalid,Scaled,Both,Same constraints,IV4
P6,Adult,19.84,M,V3 V5 V1 V6 IVL2 IVL3 V2 IVNL2 IVNL3 IVNL1 V4 IVL1,1,Fully inside,1,Crossing,Invalid,Both,Big,Same constraints,IV4
P7,Adult,20.43,M,V4 IVL1 V5 IVNL3 IVNL1 IVL3 V1 IVL2 IVNL2 V2 V3 V6,1,Crossing,1,Fully inside,Invalid,Scaled,Circles same size,Same constraints,IV4
P8,Adult,19.19,M,V6 V2 V4 IVL2 V1 IVNL2 IVL3 V5 IVNL3 V3 IVL1 IVNL1,1,Fully inside,1,Crossing,Invalid,Translated,Small,Same constraints,IV4
P9,Adult,20.58,F,IVNL2 V4 V2 IVL2 IVL3 V1 V3 IVNL1 IVNL3 V6 IVL1 V5,1,Fully inside,1,Crossing,Invalid,Both,Both,Same constraints,IV4
P10,Adult,20.65,F,IVL3 V5 IVL2 V6 V2 V1 IVNL2 V4 IVL1 IVNL3 V3 IVNL1,1,Fully inside,1,Crossing,Invalid,Translated,Big,Same constraints,IV4
P11,Adult,19.8,F,V1 IVL2 IVL1 V4 IVNL3 V5 IVNL1 IVL3 IVNL2 V3 V6 V2,1,Fully inside,1,Crossing,Invalid,Scaled,Big,Same constraints,IV4
P12,Adult,23.55,M,IVNL1 V1 V3 V5 V2 IVL2 IVL1 V6 IVL3 IVNL2 V4 IVNL3,1,Fully inside,1,Crossing,Invalid,Scaled,Big,Same constraints,IV4
P14,Adult,48.82,F,IVL3 V4 V1 V2 IVNL3 IVNL1 IVL2 V3 IVL1 V5 IVNL2 V6,1,Fully inside,1,Crossing,Invalid,Translated,Big,Same constraints,IV4
P15,Adult,53,M,IVL3 V6 IVNL1 V5 V3 V1 V4 IVNL3 IVL1 IVL2 IVNL2 V2,1,Fully inside,1,Crossing,Invalid,Scaled,Small,Same constraints,IV4
P16,Adult,19.05,M,IVNL2 V6 IVL1 IVNL1 IVL3 V4 V2 V3 V1 IVNL3 V5 IVL2,1,Crossing,1,Fully inside,Invalid,Scaled,Circles same size,Same constraints,IV4
P17,Adult,21.46,M,V3 V4 V5 V2 IVL2 V1 IVL3 IVNL3 IVNL2 IVL1 V6 IVNL1,1,Fully inside,1,Crossing,Invalid,Both,Big,Same constraints,IV4
P19,Adult,30.98,M,IVL1 V6 V3 V1 IVNL3 IVL2 V4 V5 IVNL1 V2 IVNL2 IVL3,1,Crossing,1,Fully inside,Invalid,Scaled,Small,Same constraints,IV4
P20,Adult,20.2,F,IVL1 V4 V6 V5 IVNL3 IVL3 V2 V3 IVL2 V1 IVNL1 IVNL2,1,Fully inside,1,Crossing,Invalid,Scaled,Big,Same constraints,IV4
P21,Adult,20.73,F,V1 IVNL3 V5 V3 V6 IVNL2 IVL3 IVL2 IVNL1 V4 V2 IVL1,1,Crossing,0,NA,Invalid,NA,NA,Same constraints,IV4
P22,Adult,20.38,F,IVL1 V1 V2 V6 V4 IVNL1 IVNL3 IVL3 IVNL2 IVL2 V5 V3,1,Fully inside,1,Crossing,Invalid,Both,Both,Same constraints,IV4
P23,Adult,20.56,M,V2 IVNL1 IVL3 IVL2 V1 IVNL3 V5 V4 IVL1 IVNL2 V3 V6,1,Fully inside,0,Fully inside,Invalid,None,None,Same constraints,IV4
P24,Adult,21.49,F,V5 IVL3 IVNL3 IVNL2 IVL1 V3 V4 IVNL1 V1 IVL2 V6 V2,1,Fully inside,1,Crossing,Invalid,Scaled,Small,Same constraints,IV4
P25,Adult,22.5,M,V3 V5 IVNL2 V4 IVNL3 V2 IVL3 V1 IVL1 V6 IVL2 IVNL1,1,Crossing,1,Fully inside,Invalid,Scaled,Circles same size,Same constraints,IV4
P27,Adult,20.3,Non-binary,IVL2 V1 V4 V5 IVNL3 V6 V3 IVNL2 V2 IVNL1 IVL3 IVL1,1,Crossing,0,Fully inside,Invalid,Scaled,Circles same size,Same constraints,IV4
P28,Adult,21.99,F,V5 IVL2 IVL1 IVNL3 V4 IVL3 IVNL1 V2 V6 IVNL2 V3 V1,1,Fully inside,1,Crossing,Invalid,Translated,Both,Same constraints,IV4
P29,Adult,24.5,Prefer not to answer,V3 IVNL1 IVL2 V6 IVNL3 V2 V4 V5 V1 IVNL2 IVL3 IVL1,1,Fully inside,1,Crossing,Invalid,Translated,Big,Same constraints,IV4
P30,Adult,19.2,F,IVL3 V1 IVNL3 V5 IVL1 IVNL2 V4 IVL2 V6 IVNL1 V2 V3,1,Crossing,0,Crossing,Invalid,Translated,Both,Same constraints,IV4
P31,Adult,20.58,F,V6 V5 IVL1 IVNL2 IVNL1 V4 IVL3 V1 V2 V3 IVNL3 IVL2,1,Crossing,1,Crossing,Invalid,Scaled,Both,Same constraints,IV4
P32,Adult,18.73,F,V1 IVNL2 V4 IVL1 IVL3 V5 V2 V3 V6 IVNL1 IVL2 IVNL3,1,Fully inside,1,Crossing,Invalid,Both,Both,Same constraints,IV4
P33,Adult,19.75,M,V6 V5 IVL2 V2 IVNL2 V3 V1 IVL1 IVNL3 IVNL1 V4 IVL3,1,Fully inside,1,Crossing,Invalid,Translated,Small,Same constraints,IV4
P34,Adult,23.17,Non-binary,IVNL3 IVL3 IVNL1 V1 IVL2 V2 V5 V3 V6 V4 IVL1 IVNL2,1,Fully inside,1,Crossing,Invalid,Translated,Both,Same constraints,IV4
P35,Adult,22.83,F,IVL2 V1 V6 IVL3 IVL1 V2 IVNL1 V3 IVNL2 IVNL3 V5 V4,1,Fully inside,1,Crossing,Invalid,Both,Big,Same constraints,IV4
P36,Adult,20.02,M,IVL2 IVL3 V1 V4 V2 V5 IVL1 IVNL2 V3 IVNL3 V6 IVNL1,1,Fully inside,1,Crossing,Invalid,Scaled,Small,Same constraints,IV4
P37,Adult,21.14,M,IVNL1 V5 IVNL2 IVL1 V1 V3 IVL3 IVNL3 V4 V6 V2 IVL2,1,Fully inside,1,Crossing,Invalid,Both,Small,Same constraints,IV4
P38,Adult,22.03,F,IVNL1 IVL2 IVNL3 V5 V2 IVNL2 IVL1 V6 V3 IVL3 V1 V4,1,Fully inside,1,Crossing,Invalid,Scaled,Big,Same constraints,IV4
P39,Adult,20.21,F,IVNL3 V1 IVNL1 V6 V5 V3 V4 IVL3 IVL1 IVL2 IVNL2 V2,1,Fully inside,1,Crossing,Invalid,Translated,Small,Same constraints,IV4
P40,Adult,21.82,F,IVL2 IVNL3 V1 V6 V2 IVNL1 V5 IVL3 V3 V4 IVL1 IVNL2,1,Crossing,0,Fully inside,Invalid,Both,Circles same size,Same constraints,IV4
P41,Adult,21.61,M,V2 V1 IVNL1 IVNL2 V4 V5 IVNL3 IVL3 IVL1 V3 V6 IVL2,1,Fully inside,1,Crossing,Invalid,Both,Both,Same constraints,IV4
C1,Children,10.98333333,M,V6 IVNL3 V1 IVL1 V2 IVNL1 V4 IVL3 V3 V5 IVNL2 IVL2,1,Fully inside,1,Crossing,Invalid,Scaled,Small,Same constraints,IV4
C2,Children,10.75833333,F,V6 IVNL3 IVL2 V2 IVL3 V4 V3 IVNL2 IVL1 V1 IVNL1 V5,1,Crossing,1,Fully inside,Invalid,Scaled,Both,Same constraints,IV4
C3,Children,10.75833333,F,IVL1 V4 V3 V6 V5 IVNL1 IVNL3 IVL3 V2 V1 IVL2 IVNL2,1,Fully inside,1,Crossing,Invalid,Scaled,Big,Same constraints,IV4
C4,Children,10.75833333,M,V5 V6 V1 V3 IVL3 IVNL2 V4 IVNL1 IVL2 V2 IVL1 IVNL3,1,Crossing,0,Crossing,Invalid,Scaled,Circles same size,Same constraints,IV4
C5,Children,9.472222222,F,IVL2 V5 V3 IVNL1 V6 V4 V1 IVNL2 V2 IVL3 IVL1 IVNL3,1,Crossing,1,Fully inside,Invalid,Translated,Circles same size,Same constraints,IV4
C6,Children,8.055555556,F,IVNL3 IVNL1 V5 IVNL2 V4 V2 V6 IVL1 IVL3 V3 V1 IVL2,1,Fully inside,1,Crossing,Invalid,Scaled,Big,Same constraints,IV4
C7,Children,10.925,F,V3 IVNL2 V1 IVL2 V5 V2 IVNL1 V6 V4 IVNL3 IVL3 IVL1,1,Fully inside,1,Crossing,Invalid,Translated,Big,Same constraints,IV4
C8,Children,10.71944444,M,IVNL1 V1 IVL1 V3 IVL3 IVNL2 V2 V4 IVL2 IVNL3 V5 V6,1,Fully inside,0,Crossing,Invalid,Scaled,Big,Same constraints,IV4
C9,Children,10.16944444,F,IVL1 V1 IVNL3 V4 V2 V5 IVL2 V6 IVNL1 IVL3 IVNL2 V3,1,Fully inside,1,Crossing,Invalid,Both,Both,Same constraints,IV4
C10,Children,10.80277778,M,IVNL2 V3 V4 V5 IVL3 IVL1 IVNL1 IVNL3 V6 V2 V1 IVL2,1,Fully inside,0,Crossing,Invalid,Translated,Big,Same constraints,IV4
C11,Children,8.083333333,M,IVL2 IVNL2 IVNL3 V3 V4 V5 IVL3 V6 IVL1 IVNL1 V2 V1,1,Fully inside,1,NA,Invalid,NA,NA,Same constraints,IV4
C12,Children,8.083333333,M,V2 IVL1 IVNL2 IVL2 IVNL3 IVL3 V1 IVNL1 V3 V6 V4 V5,1,Crossing,1,Crossing,Invalid,None,None,Same constraints,IV4
C13,Children,8.413888889,M,V1 IVL2 IVNL2 V6 IVNL1 V3 V4 V2 IVNL3 IVL3 IVL1 V5,1,Fully inside,0,Fully inside,Invalid,None,None,Same constraints,IV4
C14,Children,8.186111111,F,V3 V4 V2 IVL1 IVNL3 V1 V6 V5 IVNL1 IVL2 IVNL2 IVL3,1,Fully inside,0,NA,Invalid,NA,NA,Same constraints,IV4
C15,Children,9.991666667,F,V5 IVL3 IVNL2 V3 V4 IVL2 IVNL1 V6 V1 IVL1 V2 IVNL3,1,Fully inside,1,Crossing,Invalid,Translated,Big,Same constraints,IV4
C17,Children,8.483333333,F,V2 V3 V1 V5 IVL2 IVL3 IVNL2 IVL1 V4 IVNL3 IVNL1 V6,2,Crossing,1,NA,Invalid,Both,NA,Same constraints,IV4
C18,Children,8.344444444,M,IVNL3 IVL2 V3 V4 V2 V6 IVL3 IVL1 V5 V1 IVNL2 IVNL1,1,Fully inside,1,Crossing,Invalid,Scaled,Small,Same constraints,IV4
C19,Children,8.325,M,IVL2 V3 IVNL3 V2 V5 V4 V6 IVL1 IVNL2 IVL3 IVNL1 V1,1,Fully inside,0,Fully inside,Invalid,None,None,Same constraints,IV4
C20,Children,8.394444444,M,IVL2 V4 V6 V1 IVNL3 IVNL2 IVL3 V2 V3 V5 IVNL1 IVL1,1,Fully inside,0,Crossing,Invalid,Scaled,Both,Same constraints,IV4
C21,Children,8.455555556,M,IVNL1 V6 IVL2 V4 V5 IVL1 V1 IVL3 V3 V2 IVNL2 IVNL3,1,Crossing,1,Fully inside,Invalid,Scaled,Big,Same constraints,IV4
C23,Children,10.98333333,M,V4 IVNL1 V2 IVL1 V5 IVNL2 V6 IVL2 V3 IVL3 IVNL3 V1,1,Fully inside,1,Crossing,Invalid,Both,Big,Same constraints,IV4
C24,Children,10.81111111,F,V2 IVL3 IVNL1 V5 V4 IVL1 IVNL3 IVL2 V3 V6 V1 IVNL2,1,Crossing,1,Fully inside,Invalid,Scaled,Circles same size,Same constraints,IV4
C25,Children,10.70555556,M,IVNL3 IVNL2 IVL1 V2 V4 V3 V6 V1 IVL3 IVNL1 IVL2 V5,1,Fully inside,0,Crossing,Invalid,Scaled,Big,Same constraints,IV4
C26,Children,10.63055556,F,V4 IVL2 V1 IVNL3 IVL1 IVNL1 IVNL2 V3 V5 V6 V2 IVL3,2,Fully inside,1,Crossing,Invalid,Scaled,Big,Same constraints,IV4
C27,Children,10.10833333,F,V6 V1 IVL3 IVNL2 IVNL3 V4 IVL1 IVL2 V2 V5 IVNL1 V3,1,Fully inside,1,Crossing,Invalid,Translated,Big,Same constraints,IV4
C28,Children,10.36666667,M,IVNL1 V5 V2 V4 IVNL2 IVL3 V6 V1 IVL2 V3 IVNL3 IVL1,2,Fully inside,0,NA,Invalid,NA,NA,Same constraints,IV4
C29,Children,10.04444444,F,IVL3 IVNL3 IVNL1 IVL2 IVNL2 V4 V6 V3 IVL1 V2 V5 V1,1,Crossing,1,Fully inside,Invalid,Both,Both,Same constraints,IV4
C30,Children,10.55,F,IVNL3 V1 IVNL2 V3 IVNL1 V6 IVL3 IVL2 V5 V4 IVL1 V2,1,Fully inside,1,Crossing,Invalid,Scaled,Small,Same constraints,IV4
C31,Children,10.26944444,M,V4 V6 IVNL3 IVNL2 IVL1 IVL3 V2 V1 V5 V3 IVL2 IVNL1,1,Crossing,0,Crossing,Invalid,None,None,Same constraints,IV4
C32,Children,10.06388889,F,V4 IVL2 IVNL3 V1 V2 V3 V6 IVNL1 IVL1 IVNL2 V5 IVL3,1,Crossing,1,Fully inside,Invalid,Scaled,Circles same size,Same constraints,IV4
C33,Children,9.161111111,M,V2 V5 IVNL3 IVL2 IVNL2 V6 V1 IVNL1 V3 IVL3 IVL1 V4,1,Fully inside,0,Crossing,Invalid,Scaled,Big,Same constraints,IV4
C34,Children,9.327777778,F,IVL2 IVL3 V6 V2 V3 IVL1 IVNL2 IVNL1 V4 V1 IVNL3 V5,1,Fully inside,0,Fully inside,Invalid,Scaled,Small,Same constraints,IV4
C35,Children,10.97777778,F,IVL1 V3 IVNL1 V5 IVL2 V6 IVNL2 IVL3 V4 V1 V2 IVNL3,1,Fully inside,1,Crossing,Invalid,Both,Big,Same constraints,IV4
C36,Children,9.430555556,F,IVL3 V2 IVL1 V3 IVNL1 V5 V6 IVL2 IVNL3 V1 V4 IVNL2,1,Fully inside,1,Crossing,Invalid,Scaled,Big,Same constraints,IV4
C37,Children,10.21666667,F,V5 V1 V3 IVL3 V4 IVNL1 IVNL3 V2 V6 IVNL2 IVL1 IVL2,1,Fully inside,1,Crossing,Invalid,Scaled,Small,Same constraints,IV4
C38,Children,9.619444444,F,V6 IVL3 V1 IVL1 V5 IVNL1 V4 IVL2 IVNL3 V3 V2 IVNL2,1,Fully inside,0,NA,Invalid,NA,NA,Same constraints,IV4
C40,Children,9.708333333,F,IVL3 IVNL1 V5 V3 IVL1 IVNL3 V6 V4 V2 IVNL2 IVL2 V1,1,Fully inside,1,Crossing,Invalid,Scaled,Big,Same constraints,IV4
C41,Children,10.05833333,F,V3 V5 V6 IVNL3 IVNL1 IVL2 IVL1 V2 V4 IVL3 V1 IVNL2,2,Fully inside,1,Crossing,Invalid,Both,Both,Same constraints,IV4
C42,Children,10.05833333,F,V1 V3 IVNL1 IVL1 V2 IVNL3 V4 V6 IVL3 V5 IVNL2 IVL2,1,Fully inside,1,Fully inside,Invalid,None,None,Same constraints,IV4
C43,Children,9.794444444,F,IVNL1 IVL2 IVNL2 IVNL3 V5 V6 V1 IVL1 V2 V4 V3 IVL3,2,Fully inside,1,Crossing,Invalid,Scaled,Small,Same constraints,IV4
C44,Children,9.977777778,F,V1 V5 IVL2 V3 IVNL1 IVNL2 IVL1 V2 V4 IVL3 IVNL3 V6,1,Fully inside,0,Fully inside,Invalid,None,None,Same constraints,IV4
C45,Children,9.652777778,M,IVL3 IVL2 V2 IVNL2 V1 V4 V3 IVL1 V5 IVNL3 IVNL1 V6,1,Fully inside,1,Crossing,Invalid,Scaled,Both,Same constraints,IV4
C46,Children,9.619444444,M,IVL1 IVL2 IVL3 V6 V1 IVNL3 V2 V4 IVNL2 V3 IVNL1 V5,1,Fully inside,0,Crossing,Invalid,Both,Both,Same constraints,IV4
C47,Children,8.105555556,M,V2 IVNL2 V5 IVL1 V6 IVL3 IVNL3 IVNL1 V1 V3 V4 IVL2,2,Crossing,1,Crossing,Invalid,Translated,Circles same size,Same constraints,IV4
C48,Children,9.111111111,F,IVL2 IVNL1 IVNL2 IVL1 V6 V1 IVL3 V4 V5 V2 V3 IVNL3,1,Fully inside,0,NA,Invalid,NA,NA,Same constraints,IV4
C49,Children,8.038888889,M,V6 V4 IVL3 IVNL1 IVNL3 IVL2 IVL1 V5 V2 V3 V1 IVNL2,1,Crossing,1,Fully inside,Invalid,Scaled,Small,Same constraints,IV4
